@Version:0.9.1
@SampleID:gsa

@@SEQUENCEID	BINID	TAXID	_LENGTH
RH|P|C2310	1048906	654838	35661
RH|P|C30815	1048906	654838	16908
RH|P|C10308	1048906	654838	50259
RH|P|C17485	1048906	654838	49085
RH|P|C33454	1048906	654838	48359
RH|P|C27922	1048906	654838	17034
RH|P|C4221	1048906	654838	29698
RH|P|C19483	1048906	654838	46305
RH|P|C18979	1048906	654838	43518
RH|P|C17684	1048906	654838	42997
RH|P|C35104	1048906	654838	41163
RH|P|C10132	1048906	654838	41017
RH|P|C35540	1048906	654838	30092
RH|P|C41025	1048906	654838	3383
RH|P|C8200	1048906	654838	33520
RH|P|C4445	1048906	654838	31973
RH|P|C8196	1048906	654838	13226
RH|P|C31886	1048906	654838	15798
RH|P|C32744	1048906	654838	14645
RH|P|C9948	1048906	654838	14642
RH|P|C26199	1048906	654838	28383
RH|P|C37399	1048906	654838	28184
RH|P|C29206	1048906	654838	25824
RH|P|C3872	1048906	654838	1740
RH|P|C14259	1048906	654838	16707
RH|P|C24667	1048906	654838	1624
RH|P|C17705	1048906	654838	7278
RH|P|C40794	1048906	654838	9153
RH|P|C1612	1048906	654838	17727
RH|P|C12482	1048906	654838	14964
RH|P|C18985	1048906	654838	14751
RH|P|C8205	1048906	654838	12496
RH|P|C21181	1048906	654838	12468
RH|P|C25565	1048906	654838	10269
RH|P|C23244	1048906	654838	8641
RH|P|C22283	1048906	654838	8247
RH|P|C19829	1048906	654838	8238
RH|P|C1736	1048906	654838	7128
RH|P|C31854	1048906	654838	6791
RH|P|C12214	1048906	654838	5528
RH|P|C15734	1048906	654838	4512
RH|P|C4115	1048906	654838	4218
RH|P|C38019	1048906	654838	4128
RH|P|C1716	1048906	654838	4170
RH|P|C22447	1048906	654838	3651
RH|P|C10249	1048906	654838	2317
RH|P|C1387	1048906	654838	2150
RH|P|C41043	1048906	654838	1861
RH|P|C16893	1048906	654838	1706
RH|P|C2006	1048906	654838	1777
RH|P|C17026	1048906	654838	1639
RH|P|C1566	1048906	654838	1637
RH|P|C9961	1048906	654838	1397
RH|P|C9818	1048906	654838	1289
RH|P|C36271	1048906	654838	1157
RH|P|C21092	1048906	654838	1043
RH|P|C15684	1048906	654838	985
RH|P|C13782	evo_1036686.021	1121320	89112
RH|P|C15618	evo_1036686.021	1121320	529837
RH|P|C24831	evo_1036686.021	1121320	35401
RH|P|C32832	evo_1036686.021	1121320	550543
RH|P|C27136	evo_1036686.021	1121320	287001
RH|P|C12498	evo_1036686.021	1121320	205644
RH|P|C15246	evo_1036686.021	1121320	153100
RH|P|C38027	evo_1036686.021	1121320	142644
RH|P|C37057	evo_1036686.021	1121320	1974
RH|P|C14696	evo_1036686.021	1121320	69434
RH|P|C34886	evo_1036686.021	1121320	97676
RH|P|C32730	evo_1036686.021	1121320	193448
RH|P|C5801	evo_1036686.021	1121320	226769
RH|P|C31	evo_1036686.021	1121320	18812
RH|P|C7332	evo_1036686.021	1121320	105955
RH|P|C31866	evo_1036686.021	1121320	36565
RH|P|C2165	evo_1036686.021	1121320	43496
RH|P|C28170	evo_1036686.021	1121320	22164
RH|P|C12946	evo_1036686.021	1121320	46911
RH|P|C14693	evo_1036686.021	1121320	86011
RH|P|C13896	evo_1036686.021	1121320	76545
RH|P|C39519	evo_1036686.021	1121320	87215
RH|P|C8553	evo_1036686.021	1121320	70676
RH|P|C21571	evo_1036686.021	1121320	84570
RH|P|C24445	evo_1036686.021	1121320	109390
RH|P|C5203	evo_1036686.021	1121320	118988
RH|P|C27663	evo_1036686.021	1121320	105362
RH|P|C11713	evo_1036686.021	1121320	87549
RH|P|C17267	evo_1036686.021	1121320	87350
RH|P|C9802	evo_1036686.021	1121320	100480
RH|P|C2045	evo_1036686.021	1121320	117796
RH|P|C29995	evo_1036686.021	1121320	44602
RH|P|C16963	evo_1036686.021	1121320	29468
RH|P|C30861	evo_1036686.021	1121320	51953
RH|P|C29267	evo_1036686.021	1121320	34372
RH|P|C21883	evo_1036686.021	1121320	40461
RH|P|C15392	evo_1036686.021	1121320	34169
RH|P|C4734	evo_1036686.021	1121320	1352
RH|P|C16129	evo_1036686.021	1121320	746
RH|P|C6724	evo_1036686.021	1121320	62893
RH|P|C32288	evo_1036686.021	1121320	25712
RH|P|C9669	evo_1036686.021	1121320	48043
RH|P|C26365	evo_1036686.021	1121320	13185
RH|P|C6941	evo_1036686.021	1121320	5839
RH|P|C32172	evo_1036686.021	1121320	4786
RH|P|C15688	evo_1036686.021	1121320	2529
RH|P|C29675	evo_1036686.021	1121320	2217
RH|P|C29992	evo_1036686.021	1121320	1072
RH|P|C10675	evo_1036686.021	1121320	1447
RH|P|C22451	evo_1052956.014	2242	410964
RH|P|C25947	evo_1052956.014	2242	955351
RH|P|C31112	evo_1052956.014	2242	300905
RH|P|C9699	evo_1052956.014	2242	377177
RH|P|C24113	evo_1052956.014	2242	81834
RH|P|C5877	evo_1052956.014	2242	6746
RH|P|C5405	evo_1052956.014	2242	35731
RH|P|C39755	evo_1052956.014	2242	42062
RH|P|C31782	evo_1052956.014	2242	30675
RH|P|C13222	evo_1052956.014	2242	19699
RH|P|C30397	evo_1052956.014	2242	27650
RH|P|C24004	evo_1052956.014	2242	21978
RH|P|C2575	evo_1052956.014	2242	21489
RH|P|C5751	evo_1052956.014	2242	20173
RH|P|C26566	evo_1052956.014	2242	19780
RH|P|C15383	evo_1052956.014	2242	18165
RH|P|C5456	evo_1052956.014	2242	17828
RH|P|C37426	evo_1052956.014	2242	16954
RH|P|C12267	evo_1052956.014	2242	14323
RH|P|C25711	evo_1052956.014	2242	12130
RH|P|C26314	evo_1052956.014	2242	11933
RH|P|C30004	evo_1052956.014	2242	5589
RH|P|C30778	evo_1052956.014	2242	6430
RH|P|C6256	evo_1052956.014	2242	11024
RH|P|C4732	evo_1052956.014	2242	9307
RH|P|C35005	evo_1052956.014	2242	9061
RH|P|C13645	evo_1052956.014	2242	7686
RH|P|C10896	evo_1052956.014	2242	7060
RH|P|C12304	evo_1052956.014	2242	6247
RH|P|C40312	evo_1052956.014	2242	2234
RH|P|C34563	evo_1052956.014	2242	3558
RH|P|C30066	evo_1052956.014	2242	5624
RH|P|C38480	evo_1052956.014	2242	5475
RH|P|C37094	evo_1052956.014	2242	5521
RH|P|C16646	evo_1052956.014	2242	4134
RH|P|C3599	evo_1052956.014	2242	3786
RH|P|C37440	evo_1052956.014	2242	1602
RH|P|C20301	evo_1052956.014	2242	1435
RH|P|C37052	evo_1052956.014	2242	1652
RH|P|C1382	evo_1052956.014	2242	1405
RH|P|C39714	evo_1052956.014	2242	1334
RH|P|C30547	evo_1052956.014	2242	1248
RH|P|C33595	1220_BA	1167741	1701
RH|P|C30228	1220_BA	1167741	259972
RH|P|C41811	1220_BA	1167741	644131
RH|P|C37718	1220_BA	1167741	731
RH|P|C41002	1220_BA	1167741	776035
RH|P|C34340	1220_BA	1167741	3706
RH|P|C30527	1220_BA	1167741	1072
RH|P|C25560	1220_BA	1167741	1235
RH|P|C36072	1220_BA	1167741	327738
RH|P|C12654	1220_BA	1167741	132205
RH|P|C18335	1220_BA	1167741	438
RH|P|C9606	1220_BA	1167741	28834
RH|P|C8015	1220_BA	1167741	614174
RH|P|C23142	1220_BA	1167741	881
RH|P|C30475	1220_BA	1167741	343863
RH|P|C30745	1220_BA	1167741	1225
RH|P|C19062	1220_BA	1167741	611855
RH|P|C12884	1220_BA	1167741	486353
RH|P|C18304	1220_BA	1167741	1325
RH|P|C11492	1220_BA	1167741	454597
RH|P|C12092	1220_BA	1167741	349208
RH|P|C33937	1220_BA	1167741	311218
RH|P|C29982	1220_BA	1167741	206530
RH|P|C41039	1220_BA	1167741	168712
RH|P|C15418	1220_BA	1167741	1271
RH|P|C41590	1220_BA	1167741	148371
RH|P|C35120	1220_BA	1167741	933
RH|P|C12163	1220_BA	1167741	192715
RH|P|C39358	1220_BA	1167741	242
RH|P|C24579	1220_BA	1167741	558
RH|P|C29633	1220_BA	1167741	121001
RH|P|C10158	1220_BA	1167741	951
RH|P|C30288	1220_BA	1167741	70407
RH|P|C28884	1220_BA	1167741	47716
RH|P|C31695	1220_BA	1167741	33556
RH|P|C32454	1220_BA	1167741	13160
RH|P|C21446	1220_BA	1167741	22186
RH|P|C6831	1220_BA	1167741	22106
RH|P|C4106	1220_BA	1167741	16936
RH|P|C37613	1220_BA	1167741	722
RH|P|C27895	1220_BA	1167741	4729
RH|P|C27353	1220_BA	1167741	339
RH|P|C696	1220_BA	1167741	3343
RH|P|C36375	1220_BA	1167741	336
RH|P|C39381	1220_BA	1167741	2111
RH|P|C24537	1220_BA	1167741	1052
RH|P|C28486	Sample23_392	32644	8141
RH|P|C40325	Sample18_58	45202	20304
RH|P|C5948	Sample23_236	45202	11564
RH|P|C15122	Sample23_336	32644	9218
RH|P|C15165	1139_AX	1243042	1461
RH|P|C17118	1139_AX	1243042	849504
RH|P|C4731	1139_AX	1243042	1079
RH|P|C3592	1139_AX	1243042	104735
RH|P|C29221	1139_AX	1243042	1501
RH|P|C38500	1139_AX	1243042	324
RH|P|C19811	1139_AX	1243042	433
RH|P|C29651	1139_AX	1243042	770799
RH|P|C24236	1139_AX	1243042	2925
RH|P|C5272	1139_AX	1243042	340
RH|P|C26313	1139_AX	1243042	301
RH|P|C37494	1139_AX	1243042	142100
RH|P|C25307	1139_AX	1243042	283
RH|P|C29277	1139_AX	1243042	516098
RH|P|C39002	1139_AX	1243042	331418
RH|P|C27725	1139_AX	1243042	64811
RH|P|C38716	1139_AX	1243042	387
RH|P|C10962	1139_AX	1243042	364
RH|P|C32701	1139_AX	1243042	258
RH|P|C20938	1139_AX	1243042	389081
RH|P|C19805	1139_AX	1243042	358075
RH|P|C7276	1139_AX	1243042	341043
RH|P|C12968	1139_AX	1243042	293275
RH|P|C2109	1139_AX	1243042	43074
RH|P|C14497	1139_AX	1243042	273141
RH|P|C13734	1139_AX	1243042	1461
RH|P|C40891	1139_AX	1243042	226044
RH|P|C36209	1139_AX	1243042	202648
RH|P|C12264	1139_AX	1243042	193664
RH|P|C18138	1139_AX	1243042	671
RH|P|C28293	1139_AX	1243042	183234
RH|P|C21993	1139_AX	1243042	159941
RH|P|C7857	1139_AX	1243042	158694
RH|P|C17403	1139_AX	1243042	294
RH|P|C10339	1139_AX	1243042	153375
RH|P|C4393	1139_AX	1243042	135751
RH|P|C5613	1139_AX	1243042	100458
RH|P|C21458	1139_AX	1243042	106515
RH|P|C20014	1139_AX	1243042	70659
RH|P|C786	1139_AX	1243042	69715
RH|P|C14482	1139_AX	1243042	64070
RH|P|C36517	1139_AX	1243042	49736
RH|P|C7744	1139_AX	1243042	33920
RH|P|C20537	1139_AX	1243042	27125
RH|P|C27241	1139_AX	1243042	25228
RH|P|C26250	1139_AX	1243042	21437
RH|P|C28372	1139_AX	1243042	19132
RH|P|C9121	1139_AX	1243042	5457
RH|P|C28431	1139_AX	1243042	291
RH|P|C33227	1139_AX	1243042	218
RH|P|C13944	1139_AX	1243042	2552
RH|P|C6677	1139_AX	1243042	1154
RH|P|C31703	1285_AJ	85023	391
RH|P|C2913	1285_AJ	85023	537
RH|P|C40563	1285_AJ	85023	63724
RH|P|C15745	1285_AJ	85023	580
RH|P|C33730	1285_AJ	85023	848193
RH|P|C11330	1285_AJ	85023	644
RH|P|C939	1285_AJ	85023	138235
RH|P|C23569	1285_AJ	85023	535
RH|P|C5615	1285_AJ	85023	5725
RH|P|C24739	1285_AJ	85023	542897
RH|P|C41685	1285_AJ	85023	553847
RH|P|C626	1285_AJ	85023	1143
RH|P|C16299	1285_AJ	85023	353
RH|P|C14800	1285_AJ	85023	425369
RH|P|C10772	1285_AJ	85023	407
RH|P|C18379	1285_AJ	85023	131537
RH|P|C16110	1285_AJ	85023	286921
RH|P|C38159	1285_AJ	85023	264
RH|P|C26027	1285_AJ	85023	30380
RH|P|C13611	1285_AJ	85023	543047
RH|P|C14078	1285_AJ	85023	141185
RH|P|C41429	1285_AJ	85023	138886
RH|P|C15562	1285_AJ	85023	105779
RH|P|C14092	1285_AJ	85023	61344
RH|P|C24782	Sample20_20	45202	25438
RH|P|C8114	Sample9_232	32644	5364
RH|P|C39710	1220_CK	330227	14630
RH|P|C13878	1220_CK	330227	28578
RH|P|C14401	1220_CK	330227	5850
RH|P|C29709	1220_CK	330227	49447
RH|P|C18852	1220_CK	330227	37556
RH|P|C5580	1220_CK	330227	476
RH|P|C12174	1220_CK	330227	903
RH|P|C5579	1220_CK	330227	39487
RH|P|C27598	1220_CK	330227	34580
RH|P|C28423	1220_CK	330227	32420
RH|P|C20842	1220_CK	330227	74847
RH|P|C2129	1220_CK	330227	19478
RH|P|C25737	1220_CK	330227	21878
RH|P|C27869	1220_CK	330227	57292
RH|P|C33785	1220_CK	330227	19170
RH|P|C37194	1220_CK	330227	7661
RH|P|C25878	1220_CK	330227	2035
RH|P|C11206	1220_CK	330227	16044
RH|P|C28345	1220_CK	330227	1777
RH|P|C34558	1220_CK	330227	22009
RH|P|C24428	1220_CK	330227	1956
RH|P|C3807	1220_CK	330227	10479
RH|P|C40552	1220_CK	330227	18291
RH|P|C40093	1220_CK	330227	16734
RH|P|C10064	1220_CK	330227	34246
RH|P|C31970	1220_CK	330227	4144
RH|P|C19264	1220_CK	330227	56793
RH|P|C33800	1220_CK	330227	8425
RH|P|C9683	1220_CK	330227	39798
RH|P|C13862	1220_CK	330227	6298
RH|P|C32388	1220_CK	330227	13599
RH|P|C523	1220_CK	330227	3336
RH|P|C40690	1220_CK	330227	55911
RH|P|C40362	1220_CK	330227	18706
RH|P|C17239	1220_CK	330227	1384
RH|P|C8438	1220_CK	330227	34459
RH|P|C29496	1220_CK	330227	4542
RH|P|C26376	1220_CK	330227	45421
RH|P|C23745	1220_CK	330227	8284
RH|P|C39286	1220_CK	330227	20162
RH|P|C30326	1220_CK	330227	304
RH|P|C27308	1220_CK	330227	67316
RH|P|C11545	1220_CK	330227	38038
RH|P|C20709	1220_CK	330227	50707
RH|P|C38923	1220_CK	330227	12296
RH|P|C35871	1220_CK	330227	23213
RH|P|C10410	1220_CK	330227	62970
RH|P|C14322	1220_CK	330227	28978
RH|P|C12309	1220_CK	330227	38185
RH|P|C20130	1220_CK	330227	22511
RH|P|C19112	1220_CK	330227	12842
RH|P|C13506	1220_CK	330227	8637
RH|P|C12518	1220_CK	330227	55933
RH|P|C18624	1220_CK	330227	114261
RH|P|C26420	1220_CK	330227	18822
RH|P|C14925	1220_CK	330227	22234
RH|P|C28388	1220_CK	330227	5113
RH|P|C20763	1220_CK	330227	65726
RH|P|C38302	1220_CK	330227	17325
RH|P|C7864	1220_CK	330227	36386
RH|P|C7104	1220_CK	330227	18213
RH|P|C23852	1220_CK	330227	31443
RH|P|C41709	1220_CK	330227	26028
RH|P|C23631	1220_CK	330227	1364
RH|P|C12	1220_CK	330227	24676
RH|P|C25110	1220_CK	330227	26768
RH|P|C31705	1220_CK	330227	5339
RH|P|C20182	1220_CK	330227	81184
RH|P|C22190	1220_CK	330227	27642
RH|P|C4136	1220_CK	330227	26276
RH|P|C15590	1220_CK	330227	55118
RH|P|C39442	1220_CK	330227	28936
RH|P|C2187	1220_CK	330227	11798
RH|P|C36764	1220_CK	330227	17399
RH|P|C23430	1220_CK	330227	18514
RH|P|C39851	1220_CK	330227	7426
RH|P|C9665	1220_CK	330227	13486
RH|P|C28741	1220_CK	330227	5631
RH|P|C9044	1220_CK	330227	32981
RH|P|C36466	1220_CK	330227	15861
RH|P|C8506	1220_CK	330227	9177
RH|P|C23285	1220_CK	330227	3014
RH|P|C35948	1220_CK	330227	3124
RH|P|C29444	1220_CK	330227	56201
RH|P|C35678	1220_CK	330227	25079
RH|P|C10177	1220_CK	330227	2043
RH|P|C13629	1220_CK	330227	26197
RH|P|C10527	1220_CK	330227	2099
RH|P|C33466	1220_CK	330227	3583
RH|P|C20961	1220_CK	330227	12024
RH|P|C21753	1220_CK	330227	32221
RH|P|C20262	1220_CK	330227	9138
RH|P|C9325	1220_CK	330227	7255
RH|P|C29084	1220_CK	330227	16783
RH|P|C34184	1220_CK	330227	17252
RH|P|C3644	1220_CK	330227	9160
RH|P|C21049	1220_CK	330227	40816
RH|P|C30314	1220_CK	330227	20008
RH|P|C29287	1220_CK	330227	5113
RH|P|C26681	1220_CK	330227	18665
RH|P|C5619	1220_CK	330227	13474
RH|P|C1398	1220_CK	330227	10467
RH|P|C5151	1220_CK	330227	9303
RH|P|C13002	1220_CK	330227	16287
RH|P|C38260	1220_CK	330227	23956
RH|P|C32147	1220_CK	330227	12998
RH|P|C30643	1220_CK	330227	28527
RH|P|C17136	1220_CK	330227	6161
RH|P|C26618	1220_CK	330227	9200
RH|P|C37516	1220_CK	330227	5186
RH|P|C11440	1220_CK	330227	10997
RH|P|C895	1220_CK	330227	36925
RH|P|C32819	1220_CK	330227	18362
RH|P|C18134	1220_CK	330227	19509
RH|P|C32611	1220_CK	330227	54403
RH|P|C10373	1220_CK	330227	106218
RH|P|C29329	1220_CK	330227	34395
RH|P|C35331	1220_CK	330227	18989
RH|P|C23644	1220_CK	330227	71898
RH|P|C27282	1220_CK	330227	15346
RH|P|C14655	1220_CK	330227	6992
RH|P|C6272	1220_CK	330227	4910
RH|P|C23670	1220_CK	330227	32610
RH|P|C10763	1220_CK	330227	18922
RH|P|C1376	1220_CK	330227	6498
RH|P|C7772	1220_CK	330227	1722
RH|P|C29260	1220_CK	330227	6258
RH|P|C5407	1220_CK	330227	31655
RH|P|C28779	1220_CK	330227	59479
RH|P|C2740	1220_CK	330227	51867
RH|P|C20141	1220_CK	330227	49066
RH|P|C28867	1220_CK	330227	1090
RH|P|C11467	1220_CK	330227	67279
RH|P|C23691	1220_CK	330227	34769
RH|P|C33715	1220_CK	330227	60549
RH|P|C5890	1220_CK	330227	10106
RH|P|C38813	1220_CK	330227	20983
RH|P|C13694	1220_CK	330227	14738
RH|P|C13103	1220_CK	330227	25216
RH|P|C26173	1220_CK	330227	8341
RH|P|C38539	1220_CK	330227	5419
RH|P|C3875	1220_CK	330227	46282
RH|P|C40696	1220_CK	330227	25639
RH|P|C26413	1220_CK	330227	2555
RH|P|C33501	1220_CK	330227	3042
RH|P|C22317	1220_CK	330227	8698
RH|P|C30662	1220_CK	330227	20919
RH|P|C17276	1220_CK	330227	17349
RH|P|C6217	1220_CK	330227	5303
RH|P|C37249	1220_CK	330227	9651
RH|P|C32269	1220_CK	330227	24512
RH|P|C40317	1220_CK	330227	17459
RH|P|C22098	1220_CK	330227	4686
RH|P|C20289	1220_CK	330227	14218
RH|P|C29971	1220_CK	330227	35559
RH|P|C25781	1220_CK	330227	51752
RH|P|C2490	1220_CK	330227	3485
RH|P|C21358	1220_CK	330227	3525
RH|P|C21647	1220_CK	330227	5120
RH|P|C31230	1220_CK	330227	40103
RH|P|C5971	1220_CK	330227	9736
RH|P|C40884	1220_CK	330227	4868
RH|P|C18137	1220_CK	330227	17626
RH|P|C508	1220_CK	330227	10786
RH|P|C12607	1220_CK	330227	1233
RH|P|C36023	1220_CK	330227	82120
RH|P|C19384	1220_CK	330227	23238
RH|P|C2142	1220_CK	330227	6045
RH|P|C2933	1220_CK	330227	30926
RH|P|C23553	1220_CK	330227	918
RH|P|C24259	1220_CK	330227	7821
RH|P|C10654	1220_CK	330227	6123
RH|P|C36299	1220_CK	330227	8652
RH|P|C31615	1220_CK	330227	11890
RH|P|C42010	1220_CK	330227	26073
RH|P|C7086	1220_CK	330227	2003
RH|P|C19781	Sample9_172	32644	6837
RH|P|C4530	1139_BU	75309	159808
RH|P|C6775	1139_BU	75309	90389
RH|P|C22742	1139_BU	75309	182692
RH|P|C10715	1139_BU	75309	63868
RH|P|C17363	1139_BU	75309	148411
RH|P|C24336	1139_BU	75309	20091
RH|P|C19219	1139_BU	75309	225176
RH|P|C25349	1139_BU	75309	129942
RH|P|C30271	1139_BU	75309	68294
RH|P|C7242	1139_BU	75309	12364
RH|P|C14998	1139_BU	75309	38343
RH|P|C39896	1139_BU	75309	302
RH|P|C30445	1139_BU	75309	125609
RH|P|C37390	1139_BU	75309	39087
RH|P|C21158	1139_BU	75309	7429
RH|P|C25098	1139_BU	75309	14845
RH|P|C32463	1139_BU	75309	5019
RH|P|C17525	1139_BU	75309	244693
RH|P|C26473	1139_BU	75309	91046
RH|P|C6453	1139_BU	75309	132910
RH|P|C31650	1139_BU	75309	5127
RH|P|C19568	1139_BU	75309	56809
RH|P|C10123	1139_BU	75309	68341
RH|P|C37162	1139_BU	75309	39435
RH|P|C2533	1139_BU	75309	24143
RH|P|C37263	1139_BU	75309	122869
RH|P|C6575	1139_BU	75309	13010
RH|P|C28898	1139_BU	75309	229416
RH|P|C15876	1139_BU	75309	8355
RH|P|C26766	1139_BU	75309	33871
RH|P|C10939	1139_BU	75309	191179
RH|P|C2802	1139_BU	75309	81447
RH|P|C10070	1139_BU	75309	41028
RH|P|C23434	1139_BU	75309	89976
RH|P|C31642	1139_BU	75309	56024
RH|P|C13483	1139_BU	75309	1767
RH|P|C32389	1139_BU	75309	3698
RH|P|C8827	1139_BU	75309	43222
RH|P|C14566	1139_BU	75309	655
RH|P|C6618	1139_BU	75309	38606
RH|P|C36695	1139_BU	75309	85364
RH|P|C18865	1139_BU	75309	138723
RH|P|C2676	1139_BU	75309	87061
RH|P|C24921	1139_BU	75309	975
RH|P|C17025	1139_BU	75309	35464
RH|P|C6583	1139_BU	75309	3835
RH|P|C9236	1139_BU	75309	9717
RH|P|C8818	1139_BU	75309	33496
RH|P|C37559	1139_BU	75309	41586
RH|P|C12162	1139_BU	75309	32479
RH|P|C37572	1139_BU	75309	7185
RH|P|C20149	1139_BU	75309	58140
RH|P|C13491	1139_BU	75309	161152
RH|P|C4375	1139_BU	75309	29414
RH|P|C12377	1139_BU	75309	1978
RH|P|C336	1139_BU	75309	15317
RH|P|C956	1139_BU	75309	16443
RH|P|C17501	1139_BU	75309	5424
RH|P|C36715	1139_BU	75309	989
RH|P|C21865	1285_U	379	19895
RH|P|C38528	1285_U	379	1041
RH|P|C16853	1285_U	379	1330265
RH|P|C9559	1285_U	379	294684
RH|P|C36416	1285_U	379	1012
RH|P|C22926	1285_U	379	1176852
RH|P|C13118	1285_U	379	2243
RH|P|C28153	1285_U	379	448
RH|P|C32175	1285_U	379	1141
RH|P|C533	1285_U	379	4664
RH|P|C6277	1285_U	379	35192
RH|P|C8899	1285_U	379	712
RH|P|C11823	1285_U	379	5194
RH|P|C13624	1285_U	379	227
RH|P|C14099	1285_U	379	354
RH|P|C6237	1285_U	379	416648
RH|P|C18537	1285_U	379	457780
RH|P|C8098	1285_U	379	39754
RH|P|C31593	1285_U	379	948
RH|P|C38082	1285_U	379	76066
RH|P|C11205	1285_U	379	1522
RH|P|C9126	1285_U	379	4705
RH|P|C11495	1285_U	379	521403
RH|P|C31633	1285_U	379	237670
RH|P|C22048	1285_U	379	2046
RH|P|C26454	1285_U	379	314
RH|P|C26486	1285_U	379	155553
RH|P|C27753	1285_U	379	295
RH|P|C38208	1285_U	379	101542
RH|P|C40121	1285_U	379	37987
RH|P|C17709	1285_U	379	26525
RH|P|C34998	1285_U	379	53874
RH|P|C839	Sample20_25	45202	1937
RH|P|C27125	Sample20_25	45202	3910
RH|P|C22525	Sample20_25	45202	3897
RH|P|C22290	Sample20_25	45202	3907
RH|P|C22193	Sample20_25	45202	3913
RH|P|C9130	Sample20_25	45202	3888
RH|P|C9171	Sample20_25	45202	1956
RH|P|C29903	1021_AI	1839	768
RH|P|C11779	1021_AI	1839	638785
RH|P|C41682	1021_AI	1839	77753
RH|P|C13676	1021_AI	1839	324
RH|P|C17083	1021_AI	1839	116650
RH|P|C39278	1021_AI	1839	672
RH|P|C33825	1021_AI	1839	588
RH|P|C14768	1021_AI	1839	434775
RH|P|C23472	1021_AI	1839	57952
RH|P|C37683	1021_AI	1839	818
RH|P|C38230	1021_AI	1839	127744
RH|P|C9408	1021_AI	1839	386
RH|P|C19612	1021_AI	1839	279
RH|P|C18765	1021_AI	1839	389830
RH|P|C4795	1021_AI	1839	1311
RH|P|C29774	1021_AI	1839	136601
RH|P|C26111	1021_AI	1839	363761
RH|P|C34811	1021_AI	1839	310973
RH|P|C7366	1021_AI	1839	1900
RH|P|C1213	1021_AI	1839	309810
RH|P|C19144	1021_AI	1839	11450
RH|P|C29802	1021_AI	1839	805
RH|P|C29501	1021_AI	1839	150
RH|P|C2196	1021_AI	1839	91088
RH|P|C19779	1021_AI	1839	69963
RH|P|C33432	1021_AI	1839	93722
RH|P|C37595	1021_AI	1839	652
RH|P|C5849	1021_AI	1839	277735
RH|P|C35172	1021_AI	1839	83565
RH|P|C32811	1021_AI	1839	96687
RH|P|C12839	1021_AI	1839	151152
RH|P|C10898	1021_AI	1839	78631
RH|P|C18642	1021_AI	1839	40607
RH|P|C34905	1021_AI	1839	232151
RH|P|C17738	1021_AI	1839	158944
RH|P|C18393	1021_AI	1839	16147
RH|P|C33308	1021_AI	1839	97792
RH|P|C35107	1021_AI	1839	83878
RH|P|C40431	1021_AI	1839	334
RH|P|C7381	1021_AI	1839	325
RH|P|C41207	1021_AI	1839	91740
RH|P|C19761	1021_AI	1839	36283
RH|P|C5576	1021_AI	1839	90263
RH|P|C14266	1021_AI	1839	82967
RH|P|C19890	1021_AI	1839	80766
RH|P|C6135	1021_AI	1839	79948
RH|P|C9087	1021_AI	1839	66531
RH|P|C37915	1021_AI	1839	58779
RH|P|C7903	1021_AI	1839	5478
RH|P|C5173	1021_AI	1839	754
RH|P|C2928	1021_AI	1839	377
RH|P|C18971	1139_BT	1259470	2583495
RH|P|C24932	1139_BT	1259470	612588
RH|P|C10183	1139_BT	1259470	19898
RH|P|C34167	1139_BT	1259470	512
RH|P|C35902	1139_BT	1259470	362
RH|P|C38998	1139_BT	1259470	2313
RH|P|C41539	1139_BT	1259470	673
RH|P|C31517	1139_BT	1259470	319
RH|P|C1430	1139_BT	1259470	2723
RH|P|C39496	1139_BT	1259470	77500
RH|P|C22869	1139_BT	1259470	705
RH|P|C15845	1139_BT	1259470	216285
RH|P|C36805	1139_BT	1259470	384
RH|P|C11039	1139_BT	1259470	487509
RH|P|C23909	1139_BT	1259470	374350
RH|P|C20662	1139_BT	1259470	415518
RH|P|C30605	1139_BT	1259470	398
RH|P|C25814	1139_BT	1259470	2194
RH|P|C36067	1139_BT	1259470	448
RH|P|C33662	1139_BT	1259470	1028
RH|P|C41186	1139_BT	1259470	37240
RH|P|C32416	1139_BT	1259470	274627
RH|P|C32110	1139_BT	1259470	49464
RH|P|C10396	1139_BT	1259470	1746
RH|P|C8711	1139_BT	1259470	2516
RH|P|C25695	1139_BT	1259470	558
RH|P|C38047	1139_BT	1259470	40876
RH|P|C1061	1139_BT	1259470	5481
RH|P|C24225	1139_BT	1259470	2872
RH|P|C23762	1139_BT	1259470	2640
RH|P|C29770	1139_BT	1259470	1134
RH|P|C17302	1139_BT	1259470	433
RH|P|C35259	1139_BT	1259470	782
RH|P|C5868	Sample18_238	32644	7848
RH|P|C30337	Sample15_119	32644	5751
RH|P|C41519	Sample15_27	45202	19624
RH|P|C30156	1285_CN	407	812236
RH|P|C21122	1285_CN	407	1302
RH|P|C27617	1285_CN	407	405638
RH|P|C38765	1285_CN	407	253913
RH|P|C10196	1285_CN	407	5835
RH|P|C32820	1285_CN	407	50745
RH|P|C7321	1285_CN	407	243124
RH|P|C22541	1285_CN	407	1329
RH|P|C30028	1285_CN	407	1701
RH|P|C38572	1285_CN	407	226150
RH|P|C21644	1285_CN	407	220457
RH|P|C30947	1285_CN	407	214369
RH|P|C13122	1285_CN	407	428
RH|P|C12844	1285_CN	407	368
RH|P|C30226	1285_CN	407	313350
RH|P|C33665	1285_CN	407	184795
